Cluster,Household,Person_ID,Age,State,Residence,Education,Edu_Years,Wealth,Marital_Status,Religion,Caste,Media_Exposure
17428,92,1,37,9,2,2,10,1,1,1,991,2
42733,51,6,23,23,2,2,9,2,0,1,991,2
50725,55,3,23,27,2,3,15,2,0,1,991,2
60407,94,1,53,33,2,2,10,4,1,1,991,2
30806,26,1,49,18,2,1,4,1,1,1,991,0
7237,50,4,19,6,2,3,13,3,0,1,991,2
59626,70,1,51,32,2,2,9,5,1,3,991,2
15622,12,5,15,9,2,2,8,2,0,1,991,1
33604,79,1,28,19,2,1,4,1,1,2,993,1
18527,67,1,40,9,2,0,0,2,1,1,991,1
35429,19,3,26,20,2,2,8,2,1,1,991,1
21603,54,1,25,10,2,0,0,1,1,1,991,0
42625,93,2,20,23,2,2,7,1,0,1,991,1
40513,1,4,20,22,2,1,4,1,0,1,992,0
611,90,3,27,1,2,2,12,3,1,2,991,2
43215,18,4,25,23,2,3,15,3,1,1,991,2
63716,32,3,27,34,2,3,14,3,1,1,991,2
2232,19,4,20,1,2,2,10,5,0,1,991,2
61605,91,1,54,33,2,2,8,2,1,1,991,0
38940,81,1,46,21,2,0,0,2,1,1,992,0
91940,49,1,44,16,2,0,0,1,1,1,991,0
21831,31,6,17,10,2,2,11,5,0,1,991,2
81424,83,3,27,18,2,2,12,4,0,1,991,2
11506,2,3,25,8,2,3,15,4,1,1,991,2
23403,38,5,40,10,2,2,8,3,1,1,991,1
18001,95,3,25,9,2,2,11,5,1,1,991,2
59308,59,3,30,32,2,2,9,3,1,1,991,2
22825,26,5,18,10,2,2,10,1,0,1,991,2
57417,25,1,51,29,2,2,10,3,1,1,991,2
50104,64,3,34,27,2,0,0,3,1,2,991,3
24910,14,1,34,12,2,1,4,2,1,96,992,2
90924,95,1,38,36,2,1,3,2,1,1,991,1
36510,87,1,50,20,2,1,5,1,1,3,992,2
15525,23,6,17,9,2,2,10,3,0,1,991,2
12831,78,3,19,8,2,0,0,2,0,1,992,4
61829,97,3,26,33,2,3,15,5,0,1,991,2
38739,40,1,33,21,2,2,9,4,1,1,991,2
50102,78,4,24,27,2,2,8,1,0,5,991,1
3832,6,3,33,3,2,3,15,5,1,1,991,2
1939,40,4,23,1,2,2,12,5,0,1,991,2
13945,59,3,30,9,2,2,12,5,1,1,991,2
56230,79,5,37,29,2,2,10,4,1,1,991,2
19722,73,2,42,9,2,2,10,2,1,1,991,2
39811,24,1,53,21,2,1,3,2,1,1,991,1
26831,14,1,50,13,2,0,0,3,1,3,992,0
87718,10,2,50,17,2,0,0,3,1,3,992,0
40812,56,4,20,22,2,2,8,3,0,1,991,2
16706,2,1,29,9,2,2,8,3,1,1,991,1
81327,83,1,48,18,2,1,4,2,1,2,993,0
81418,94,4,16,18,2,2,10,2,0,1,991,2
86011,92,1,39,24,2,2,9,3,1,1,991,2
27919,86,1,32,14,2,3,15,1,1,3,992,2
81712,43,1,39,18,2,2,7,2,1,2,993,2
38405,91,3,27,21,2,2,8,1,1,1,991,2
92911,14,1,35,9,2,0,0,3,1,2,991,1
30319,44,1,54,18,2,3,17,4,1,2,993,2
6403,41,3,16,5,2,2,9,2,0,1,991,2
12418,10,4,49,8,2,1,3,3,1,1,992,1
85233,17,7,16,24,2,2,9,2,0,1,992,2
46532,31,1,47,23,2,1,2,1,1,1,992,0
10433,34,3,21,8,2,3,15,3,0,1,991,2
43234,14,3,17,23,2,2,8,3,0,1,991,2
21124,64,3,39,10,2,3,14,2,1,1,991,2
8039,57,4,19,6,2,2,8,2,0,1,991,1
10725,23,6,20,8,2,1,4,2,0,1,991,0
41202,84,3,33,22,2,2,8,1,1,1,991,1
29129,78,1,33,16,2,2,9,1,1,1,991,2
84606,41,2,32,7,2,2,7,4,1,1,991,2
6817,47,7,27,5,2,2,8,2,1,1,991,2
85210,14,1,35,24,2,0,0,2,1,1,991,0
17342,16,1,26,9,2,2,12,1,1,1,991,2
85902,59,1,53,24,2,2,9,5,1,1,991,2
22223,90,6,25,10,2,2,6,2,1,1,991,2
13933,76,2,48,9,2,2,8,5,3,1,991,0
18233,59,2,29,9,2,2,12,4,1,1,991,2
18214,1,1,40,9,2,0,0,1,1,1,991,0
92931,78,1,44,9,2,2,12,5,1,1,991,2
92209,85,1,50,9,2,0,0,1,1,1,991,0
82540,81,2,16,22,2,1,5,1,0,1,991,1
38933,24,4,19,21,2,2,9,2,1,3,992,2
309,9,3,26,37,2,2,10,2,1,5,991,2
42827,26,1,33,23,2,0,0,1,1,1,992,0
36613,53,1,35,20,2,2,10,4,1,1,991,2
48730,31,2,17,24,2,2,8,1,0,1,992,1
19615,18,11,26,9,2,3,15,5,1,1,991,2
52528,51,1,46,27,2,2,11,3,1,1,991,2
88917,44,1,36,36,2,2,12,4,1,1,991,2
56104,32,6,26,29,2,3,15,5,0,1,991,2
85719,64,1,40,24,2,1,4,4,1,1,991,0
39232,93,1,20,21,2,3,13,2,0,1,991,2
41511,72,3,19,22,2,2,12,1,0,1,991,2
57118,2,4,17,29,2,2,10,4,0,1,991,2
36819,25,3,18,20,2,2,11,1,0,3,992,2
34309,14,1,50,19,2,1,4,1,1,1,992,1
92832,16,5,18,9,2,2,10,3,1,1,991,2
35920,44,2,15,20,2,2,10,1,0,1,992,2
59737,71,4,20,32,2,0,0,4,0,1,991,2
41125,73,3,35,22,2,2,12,2,1,1,991,2
35509,95,1,45,20,2,0,0,2,1,1,991,0
81532,46,1,34,18,2,0,0,1,1,1,991,0
33124,77,4,25,19,2,1,5,2,3,1,993,0
91726,33,2,35,16,2,3,17,3,1,1,992,2
6932,92,3,23,6,2,2,12,5,0,1,991,2
81918,44,2,22,18,2,3,14,3,0,1,991,2
11505,68,1,35,8,2,2,9,2,1,1,991,2
39933,64,4,17,21,2,2,10,1,0,1,991,2
34309,73,1,42,19,2,2,7,1,1,1,991,2
2604,64,1,46,2,2,2,10,2,1,1,991,2
43030,91,1,40,23,2,0,0,1,1,1,991,0
37841,54,1,38,21,2,0,0,1,1,1,992,0
1627,83,3,15,1,2,2,9,1,0,1,993,2
48510,87,4,15,24,2,2,8,3,0,1,992,2
33224,63,3,29,19,2,2,10,4,0,2,993,2
50831,3,3,30,27,2,2,9,3,1,1,991,2
40430,89,1,54,22,2,2,7,1,1,1,992,1
36209,59,3,22,20,2,2,10,3,0,3,991,2
28142,59,1,48,15,2,1,5,1,1,5,992,1
11506,61,1,49,8,2,2,8,4,1,1,991,2
86522,12,3,16,6,2,2,10,4,0,1,991,2
16025,93,1,27,9,2,2,12,3,1,1,991,2
23932,16,1,30,10,2,0,0,1,1,1,991,0
32434,67,3,34,18,2,3,15,4,0,1,991,2
53033,13,4,19,27,2,3,13,2,0,1,991,2
6214,22,1,53,5,2,1,5,2,1,1,991,1
85913,22,2,37,24,2,0,0,2,3,1,991,0
38405,71,4,23,21,2,2,9,1,0,1,991,2
13015,13,6,20,8,2,3,13,4,0,1,991,2
81142,65,3,27,18,2,2,8,1,0,3,991,1
12135,32,1,25,8,2,2,8,3,1,1,991,2
52227,32,3,15,27,2,2,9,2,0,1,992,2
4912,25,5,16,3,2,2,10,4,0,4,991,2
81922,33,1,42,18,2,1,5,1,1,1,991,1
5041,94,3,35,3,2,3,15,5,1,4,991,2
87142,5,1,27,17,2,0,0,2,1,3,992,0
91918,2,3,27,16,2,1,2,1,1,1,991,1
61012,16,1,31,33,2,2,10,3,1,1,991,2
87937,58,5,15,3,2,2,10,5,0,4,991,2
61221,6,1,35,33,2,1,3,1,1,1,991,0
81034,21,3,30,18,2,2,9,1,1,2,993,2
26227,27,1,39,13,2,2,9,2,1,3,992,2
59917,25,1,30,32,2,2,10,3,1,1,991,2
83633,53,3,30,22,2,2,9,3,1,1,991,2
44915,17,1,43,23,2,0,0,1,1,1,991,0
2034,99,3,15,1,2,2,9,3,0,1,991,2
87318,38,4,21,17,2,2,11,2,0,3,992,2
12023,90,3,18,8,2,3,13,2,0,1,991,2
88422,19,1,48,36,2,1,5,3,1,1,991,1
49609,45,2,32,25,2,2,10,2,1,1,992,2
10005,3,1,51,8,2,2,10,3,1,1,991,2
92542,52,2,22,9,2,1,4,1,0,1,991,0
19501,17,3,24,9,2,2,12,2,0,1,991,2
56942,77,2,46,29,2,3,15,3,1,1,991,2
11035,32,1,30,8,2,1,5,3,1,2,991,2
58242,62,2,39,29,2,2,10,2,1,1,991,2
7530,22,3,30,6,2,2,6,2,1,2,991,2
92211,54,3,35,9,2,0,0,1,1,1,991,1
5031,73,1,32,3,2,2,12,4,1,4,991,2
21432,31,1,52,10,2,0,0,1,1,1,991,0
80434,73,3,27,12,2,2,11,3,0,1,993,2
85411,32,3,26,24,2,2,12,3,0,1,991,2
52732,19,3,25,27,2,2,9,2,0,2,991,2
56402,59,4,29,29,2,3,17,3,1,1,991,2
32917,91,1,54,19,2,0,0,1,1,1,991,0
10542,52,1,31,8,2,2,8,3,1,1,991,1
83608,59,1,52,22,2,1,2,2,1,3,991,0
6430,37,1,40,5,2,2,10,4,1,1,991,2
85233,24,3,44,24,2,2,9,3,1,1,991,2
41229,20,1,45,22,2,3,17,3,1,1,992,2
8507,50,1,31,6,2,1,4,4,1,1,991,1
54218,4,4,15,28,2,2,10,2,0,1,991,2
42230,63,4,15,23,2,2,8,3,0,1,991,2
3221,34,1,40,2,2,2,10,3,1,1,991,2
10425,93,4,20,8,2,2,12,4,0,1,991,2
20005,85,1,50,9,2,0,0,1,1,1,991,0
22909,43,1,50,10,2,0,0,2,1,1,991,0
56710,14,6,24,29,2,3,18,4,0,1,991,2
55412,35,3,17,28,2,2,10,3,0,1,991,2
63110,53,1,38,33,2,2,8,3,1,1,991,2
57903,19,1,51,29,2,0,0,2,1,2,991,0
37842,5,3,20,21,2,0,0,2,1,1,991,1
87411,6,4,26,17,2,2,12,1,0,1,992,2
27424,16,6,21,14,2,2,12,4,0,3,992,2
48934,21,1,53,24,2,0,0,1,1,1,991,0
5618,10,1,44,5,2,3,17,5,1,1,991,2
27333,13,1,48,14,2,0,0,2,1,3,992,0
30836,3,1,32,18,2,2,12,1,1,1,992,2
26119,59,2,46,13,2,1,5,1,1,3,992,2
56831,67,2,38,29,2,2,7,4,1,1,991,1
44545,62,1,48,23,2,1,5,3,1,1,991,2
14710,9,1,50,9,2,3,15,5,1,1,991,2
32929,28,3,23,19,2,2,8,2,0,1,993,2
45301,44,1,46,23,2,3,15,4,1,1,992,2
92845,45,1,40,9,2,1,5,2,1,2,991,2
60933,17,1,41,33,2,2,10,4,1,1,991,2
59122,78,1,48,32,2,2,7,4,1,2,991,1
82721,96,1,43,22,2,2,7,2,1,2,991,2
89916,74,1,25,36,2,0,0,2,1,1,991,0
58821,84,5,21,32,2,0,0,3,0,1,991,2
29535,82,3,16,17,2,1,4,3,0,3,992,2
8523,42,6,18,6,2,2,12,4,0,1,991,2
39632,47,6,20,21,2,0,0,4,0,1,992,2
52808,95,1,51,27,2,2,7,2,1,1,992,0
85913,99,3,18,24,2,2,12,4,0,1,991,2
36737,72,1,48,20,2,3,14,2,1,3,992,2
26740,67,1,30,13,2,1,5,1,1,3,992,0
25512,45,1,31,12,2,2,9,2,1,1,992,2
83237,99,1,40,22,2,1,3,1,1,1,991,1
44815,24,5,15,23,2,2,8,3,0,1,991,2
92845,96,1,40,9,2,0,0,3,1,2,993,0
16944,8,1,25,9,2,0,0,2,1,1,991,4
92433,24,2,38,9,2,2,10,5,1,1,991,2
81802,11,1,41,18,2,2,8,1,1,1,991,2
4205,45,1,37,3,2,2,10,5,1,4,991,2
36613,51,1,41,20,2,0,0,1,1,1,991,0
27227,30,5,17,14,2,2,9,2,0,3,992,2
741,32,3,31,1,2,2,10,4,1,1,991,2
2513,45,1,48,2,2,0,0,3,1,5,992,0
12145,55,1,50,8,2,0,0,1,1,1,991,0
92103,94,3,35,9,2,2,9,3,1,1,991,2
27614,11,8,18,14,2,2,11,4,0,2,991,2
87916,69,1,46,3,2,0,0,4,1,1,991,0
50841,68,1,51,27,2,0,0,1,1,1,991,0
82907,96,1,28,22,2,1,5,2,1,1,991,0
58037,98,14,23,29,2,2,7,3,0,1,992,1
60933,53,3,35,33,2,2,8,2,0,1,991,1
1804,96,4,30,1,2,0,0,4,0,2,991,0
42612,56,3,15,23,2,2,8,1,0,1,991,2
89609,28,1,42,36,2,0,0,3,1,3,991,1
20811,86,3,20,10,2,2,8,1,0,1,991,2
8813,45,1,47,6,2,0,0,3,1,2,991,0
85819,86,3,20,24,2,2,10,2,1,1,991,2
26137,77,2,25,13,2,2,10,1,0,3,992,2
29806,43,3,21,17,2,2,6,2,0,3,992,2
39507,58,3,27,21,2,2,9,1,1,1,991,2
18939,59,9,20,9,2,3,13,2,0,1,991,2
49111,24,3,25,24,2,2,12,1,1,1,992,2
16942,29,1,50,9,2,0,0,1,1,1,991,0
87308,59,1,28,17,2,2,8,1,1,1,992,1
23441,92,2,17,10,2,2,12,3,0,1,991,2
26316,4,3,22,13,2,0,0,2,0,3,992,2
16031,98,1,48,9,2,2,9,1,1,1,991,2
91834,47,1,36,16,2,1,5,1,1,5,991,1
43025,90,1,40,23,2,1,2,1,1,1,991,2
41912,92,1,38,23,2,0,0,1,1,1,991,0
1841,4,3,17,1,2,2,10,3,0,1,991,2
8629,98,3,23,6,2,3,15,3,0,1,991,2
30710,54,1,22,18,2,2,10,1,1,3,991,2
12905,65,3,16,8,2,2,9,2,0,1,991,2
940,67,3,42,1,2,3,20,5,5,2,991,2
46120,2,3,17,23,2,2,10,1,0,1,991,2
81314,49,1,46,18,2,0,0,2,1,1,991,0
38708,27,1,43,21,2,2,9,4,1,1,991,2
54421,34,1,33,28,2,1,5,2,0,1,991,0
5437,71,4,15,3,2,2,8,4,0,2,991,2
6843,35,1,33,5,2,2,7,5,1,1,991,1
39838,98,3,16,21,2,2,7,1,0,1,992,1
10627,63,3,19,8,2,3,13,1,0,1,991,2
2818,44,1,35,2,2,2,12,2,1,1,991,2
36014,1,1,26,20,2,2,10,3,1,1,991,2
17445,66,3,15,9,2,2,10,1,0,1,991,2
43402,73,1,40,23,2,0,0,1,1,1,991,0
1812,45,3,30,1,2,2,11,1,1,2,991,2
11424,86,1,30,8,2,0,0,3,1,2,991,0
22307,90,1,35,10,2,1,4,1,1,1,991,0
83613,1,3,18,22,2,2,11,1,0,1,991,2
34943,49,1,50,20,2,2,6,2,1,1,991,2
32103,7,4,22,18,2,3,15,2,0,1,991,2
8902,59,6,23,6,2,2,12,4,1,1,991,2
22824,6,1,37,10,2,3,15,4,1,1,991,2
80545,96,1,45,12,2,2,9,2,1,3,992,2
80502,33,3,25,12,2,1,4,1,0,3,992,2
92613,51,5,15,9,2,2,9,4,0,1,991,2
53010,78,1,24,27,2,2,7,1,1,5,991,1
50222,61,1,40,27,2,1,4,4,1,2,993,1
82032,73,1,31,18,2,1,4,1,1,2,991,0
87625,78,2,45,17,2,0,0,1,1,1,992,0
17422,24,6,22,9,2,2,10,3,0,1,991,2
224,77,8,17,1,2,2,9,3,0,2,991,2
55039,76,3,48,28,2,3,15,5,1,2,991,2
39640,67,1,36,21,2,0,0,1,1,1,992,0
33938,98,3,18,19,2,2,9,1,0,2,991,2
51432,92,1,52,27,2,0,0,3,1,1,991,0
39318,88,1,52,21,2,0,0,3,1,1,991,0
63010,53,1,32,33,2,1,4,2,1,1,991,1
5240,49,3,18,3,2,2,10,5,0,4,991,2
63716,93,1,51,34,2,1,4,4,1,1,991,2
29742,5,1,36,17,2,3,15,4,1,3,992,2
1626,56,4,15,1,2,2,8,1,0,2,991,2
55030,61,1,37,28,2,1,5,2,1,1,991,1
1704,23,2,36,1,2,3,13,5,1,1,993,2
31627,20,3,18,18,2,2,11,1,0,2,993,2
37906,43,3,35,21,2,1,5,2,1,1,991,2
10032,31,3,22,8,2,2,8,4,1,1,991,1
56025,10,3,35,29,2,2,6,2,1,1,991,2
52430,80,1,38,27,2,1,2,2,1,1,991,1
89605,83,1,42,36,2,3,15,3,1,2,991,2
17344,23,3,28,9,2,3,15,4,1,1,991,2
10814,16,3,22,8,2,2,12,2,1,1,991,2
18608,90,1,40,9,2,2,10,2,1,1,991,2
81130,31,2,27,18,2,2,12,2,1,1,991,2
26002,34,2,17,12,2,2,10,2,0,1,992,2
91327,98,1,54,36,2,1,2,4,1,1,991,1
20811,40,1,48,10,2,3,15,4,1,1,991,2
419,19,1,47,37,2,3,15,4,1,2,992,2
88613,22,1,38,36,2,2,7,2,1,1,991,2
37540,35,3,30,21,2,2,10,3,0,1,991,2
37732,73,4,22,21,2,2,12,3,0,1,991,2
47111,32,3,25,24,2,3,13,3,1,1,991,2
21402,34,1,44,10,2,0,0,1,1,1,991,0
24022,22,1,36,10,2,2,10,3,1,1,991,2
38710,7,1,25,21,2,2,11,2,0,2,993,2
13101,95,1,54,8,2,0,0,1,3,1,992,0
86113,99,3,24,24,2,3,15,4,0,1,991,2
43334,67,1,32,23,2,2,10,4,1,1,991,2
36344,68,1,35,20,2,0,0,2,1,1,991,0
10808,50,1,34,8,2,2,7,1,1,1,992,2
63824,96,3,17,35,2,2,8,2,0,3,992,1
56128,36,1,36,29,2,2,10,3,1,1,991,2
31916,85,1,42,18,2,0,0,1,1,2,993,0
56804,96,3,38,29,2,2,8,4,1,1,991,0
39441,4,1,28,21,2,1,5,1,1,1,992,0
12845,66,4,50,8,2,0,0,3,1,1,991,0
32434,99,3,33,18,2,1,4,1,0,1,991,1
27308,58,1,50,14,2,2,10,1,1,3,992,2
42924,24,3,29,23,2,3,15,4,1,1,991,2
13806,24,4,21,9,2,2,12,3,0,1,991,2
38208,58,1,44,21,2,2,11,2,1,1,991,2
41907,38,1,45,23,2,1,0,3,1,1,991,1
13215,13,3,16,9,2,2,9,2,0,1,991,2
20318,1,3,20,10,2,2,9,4,1,1,991,2
43831,78,1,28,23,2,1,5,1,5,1,991,0
51028,67,2,29,27,2,2,9,2,1,1,991,2
58731,57,1,49,31,2,2,10,4,1,2,991,2
4929,28,1,35,3,2,1,5,5,1,4,991,1
26821,34,1,53,13,2,1,4,1,1,3,992,1
55021,84,4,17,28,2,2,8,3,0,1,991,0
25527,74,1,24,12,2,2,12,2,0,3,992,2
87113,22,1,38,17,2,2,7,1,1,3,992,1
48510,86,1,40,24,2,2,8,3,1,1,992,1
87414,75,1,35,17,2,2,10,1,1,3,992,2
15135,55,1,44,9,2,2,10,2,1,1,991,2
56413,93,1,44,29,2,1,2,2,1,1,991,1
32514,64,3,17,18,2,2,11,4,0,2,991,2
44714,34,3,34,23,2,0,0,1,1,1,992,0
8730,80,1,45,6,2,2,12,3,1,2,991,2
31828,52,1,49,18,2,1,2,2,1,1,991,1
88911,92,1,30,36,2,2,10,5,1,1,991,2
57111,24,2,34,29,2,2,10,3,0,1,991,2
33125,10,4,48,19,2,0,0,1,1,3,992,0
91940,81,1,41,16,2,2,8,1,1,1,991,1
41127,46,3,29,22,2,2,9,2,1,4,992,2
39507,62,4,20,21,2,2,9,1,0,1,991,2
32128,20,1,38,18,2,2,7,3,1,2,993,1
7837,71,4,20,6,2,2,9,5,0,1,991,2
6614,57,1,37,5,2,1,5,2,1,2,991,2
47332,92,3,34,24,2,2,8,3,0,1,991,1
31742,77,1,28,18,2,1,4,1,1,2,993,2
3104,42,6,26,2,2,2,12,3,1,1,991,2
20810,73,1,39,10,2,2,8,2,1,1,991,2
8542,55,2,29,6,2,3,14,3,0,1,991,2
11322,79,1,20,8,2,2,9,2,1,1,991,2
49914,75,1,51,27,2,3,15,5,1,1,991,2
3007,58,1,51,2,2,2,7,3,1,1,991,2
82713,57,7,15,22,2,2,9,1,0,1,991,2
7307,62,2,24,6,2,2,9,3,3,1,991,2
88842,5,3,26,36,2,0,0,1,1,1,991,0
58231,38,4,24,29,2,2,10,4,0,1,991,2
43908,21,3,35,23,2,2,12,3,1,1,991,2
28616,68,3,32,15,2,2,7,2,1,3,992,2
44514,99,3,23,23,2,2,9,2,1,1,991,2
87102,59,4,18,17,2,2,11,2,0,3,992,2
21441,40,1,41,10,2,0,0,1,1,1,991,0
36602,33,3,18,20,2,2,12,2,0,1,991,2
21912,92,3,45,10,2,1,5,1,1,1,991,2
56513,22,1,46,29,2,0,0,2,1,1,991,1
37610,97,1,43,21,2,0,0,1,1,1,991,0
82139,40,1,47,18,2,1,1,2,1,1,991,1
19125,93,1,50,9,2,0,0,1,1,1,991,0
26010,32,1,47,12,2,0,0,1,1,1,992,1
509,66,3,30,1,2,3,18,3,0,2,993,2
5718,10,1,36,5,2,2,10,3,1,1,991,2
50337,58,7,15,27,2,2,9,4,0,1,991,2
52838,38,1,51,27,2,2,10,4,1,2,993,2
17106,27,6,18,9,2,2,9,1,0,1,991,2
56710,89,3,35,29,2,2,7,2,1,1,992,1
30325,87,1,36,18,2,0,0,2,1,2,993,0
57028,20,1,46,29,2,0,0,3,1,1,991,0
63229,28,1,40,33,2,1,5,2,1,1,991,0
56837,58,1,53,29,2,1,5,3,1,1,991,1
8929,97,4,17,6,2,2,11,5,0,1,991,2
4030,80,5,24,3,2,2,8,4,0,4,991,0
87102,24,1,47,17,2,2,8,3,1,3,991,2
48714,96,4,20,24,2,2,9,3,0,1,991,2
19532,31,8,18,9,2,2,12,2,0,1,991,2
83213,1,1,29,22,2,3,15,3,0,1,991,2
88014,35,3,15,3,2,2,8,2,0,4,991,0
15932,16,1,35,9,2,2,8,2,1,1,991,2
1225,4,1,35,1,2,2,12,4,1,2,991,2
58627,20,1,54,30,2,2,12,5,1,3,991,2
10343,1,3,24,8,2,3,15,5,1,1,991,2
50142,59,1,34,27,2,2,9,2,1,1,991,2
63302,76,3,38,33,2,2,12,5,1,1,991,2
45845,66,1,36,23,2,0,0,1,1,1,991,0
6229,81,3,20,5,2,3,13,4,0,1,991,2
55227,20,1,47,28,2,0,0,3,1,1,991,0
36040,98,1,45,20,2,2,10,3,1,1,991,2
52414,49,3,23,27,2,3,15,2,0,1,991,2
26142,96,1,40,13,2,2,10,2,1,3,992,2
85904,55,3,40,24,2,2,7,3,4,1,991,2
88835,29,1,36,36,2,0,0,2,1,1,991,0
15706,86,1,45,9,2,1,3,2,1,1,991,0
91719,46,6,21,16,2,2,9,3,0,1,991,2
52339,57,3,45,27,2,2,10,2,1,1,991,2
59011,83,1,51,32,2,2,7,4,1,1,992,2
63907,12,2,45,35,2,2,11,3,0,1,998,2
7828,84,1,45,6,2,1,2,3,1,1,991,2
92835,69,3,26,9,2,2,7,2,1,1,991,2
85236,3,1,43,24,2,0,0,1,1,1,991,0
3918,39,3,17,3,2,2,8,4,0,4,991,2
14833,78,1,35,9,2,2,8,3,1,1,991,1
80505,74,4,19,12,2,1,5,2,0,3,991,1
41731,38,1,35,22,2,0,0,1,1,1,992,0
7804,69,3,38,6,2,3,19,5,1,1,991,2
81137,58,1,34,18,2,2,10,2,0,1,991,2
39838,83,1,22,21,2,2,9,1,1,1,992,2
3430,80,1,48,2,2,1,5,2,1,5,992,1
92542,87,1,25,9,2,0,0,2,1,2,991,2
5712,16,4,26,5,2,2,8,2,1,1,991,2
18244,36,1,30,9,2,2,12,3,1,1,991,2
92844,94,3,31,9,2,0,0,4,1,1,991,3
43805,85,1,39,23,2,2,7,4,1,1,991,1
18815,24,4,20,9,2,3,13,4,0,1,991,2
59622,94,2,17,32,2,2,10,5,0,3,991,2
45233,11,3,30,23,2,2,9,1,0,1,991,2
88823,76,3,18,36,2,2,12,4,0,1,991,2
59622,39,3,38,32,2,2,12,3,1,1,991,2
39510,53,1,30,21,2,1,5,2,1,1,991,1
59716,69,1,32,32,2,2,10,5,1,2,991,2
4021,95,4,45,3,2,2,12,5,1,4,991,2
110,86,1,47,1,2,0,0,3,1,2,991,0
55131,29,3,34,28,2,3,15,4,1,1,991,2
4702,34,1,40,3,2,2,10,4,1,4,991,2
11145,96,3,19,8,2,2,12,2,0,1,991,2
51106,43,3,19,27,2,3,14,3,0,1,992,2
41914,45,2,19,23,2,2,8,2,0,1,991,2
34815,64,1,52,20,2,2,10,2,1,1,991,2
15306,27,3,19,9,2,3,15,2,0,1,991,2
52904,4,4,25,27,2,2,12,3,0,1,991,2
10545,55,1,51,8,2,0,0,2,1,1,991,0
85306,43,1,50,24,2,2,9,3,1,1,993,2
87529,97,2,50,17,2,3,15,3,1,3,992,2
27340,35,3,39,14,2,2,9,1,1,3,992,2
45623,90,1,53,23,2,1,4,1,1,1,991,1
38606,27,1,45,21,2,2,6,2,1,1,991,1
3907,58,2,29,3,2,2,9,3,0,1,991,2
42811,7,1,37,23,2,2,9,2,1,1,991,2
35121,80,3,21,20,2,2,10,3,1,1,991,2
58302,39,3,33,29,2,2,6,3,1,1,992,0
18231,31,1,40,9,2,0,0,2,1,2,991,0
80727,63,3,25,12,2,3,15,1,0,96,992,2
88119,51,1,35,3,2,2,10,4,1,1,991,2
87237,90,1,31,17,2,1,3,4,1,3,992,1
31326,56,1,28,18,2,2,9,2,1,1,991,2
54722,20,1,45,28,2,1,5,4,1,1,991,2
10242,52,3,15,8,2,2,8,3,0,1,991,2
35230,37,1,52,20,2,0,0,1,1,2,991,0
87309,28,2,45,17,2,2,12,3,0,3,992,2
26537,11,1,45,13,2,1,5,4,1,3,992,2
19714,37,5,25,9,2,2,10,3,1,1,991,2
93224,63,5,20,19,2,2,9,3,1,1,991,2
50030,75,4,20,27,2,1,3,3,0,1,991,0
5433,80,3,30,3,2,2,12,5,0,4,991,2
88211,30,4,25,3,2,2,12,5,0,1,991,2
5830,91,4,16,5,2,2,12,3,0,1,991,2
16932,79,1,52,9,2,1,4,3,1,1,991,1
14206,66,1,39,9,2,2,12,2,1,1,991,2
5613,51,3,21,5,2,2,9,3,0,1,991,2
6842,29,8,18,5,2,2,10,5,0,1,991,2
56131,3,3,35,29,2,0,0,1,1,1,991,2
19525,83,4,22,9,2,3,15,2,0,1,991,2
39710,24,3,18,21,2,0,0,1,0,1,992,2
81310,14,1,49,18,2,2,9,5,1,2,993,2
46309,85,3,26,23,2,2,8,1,1,1,991,2
86003,94,1,28,24,2,2,9,1,1,1,991,2
17225,11,2,16,9,2,2,9,3,0,1,991,2
17543,53,1,41,9,2,3,15,1,1,1,991,2
55739,70,2,29,29,2,3,16,2,0,2,993,2
88342,5,3,29,36,2,2,6,1,1,1,991,2
13408,50,3,17,9,2,2,9,2,0,1,991,2
13632,98,4,20,9,2,2,12,3,0,2,991,2
81039,5,4,15,18,2,2,9,1,0,1,991,2
81713,62,4,15,18,2,2,6,1,0,2,993,1
61830,80,5,17,33,2,2,12,3,0,1,991,2
8703,38,3,21,6,2,3,13,5,0,1,991,2
14229,78,1,50,9,2,0,0,3,1,1,991,0
39718,10,3,25,21,2,2,12,1,0,1,991,2
12530,59,6,25,8,2,2,9,1,1,1,992,2
91737,11,3,24,16,2,2,8,1,0,1,992,0
88604,29,3,27,36,2,3,17,2,0,1,991,2
20110,97,2,27,9,2,3,15,5,1,1,991,2
51107,79,1,42,27,2,3,15,2,1,5,991,2
10212,56,1,43,8,2,0,0,2,1,1,991,0
13613,64,1,40,9,2,1,4,4,1,1,991,1
32728,20,4,15,19,2,2,8,2,0,3,991,1
611,24,6,19,1,2,2,8,4,0,2,991,2
81422,78,3,42,18,2,3,17,5,1,1,991,2
2232,93,9,22,1,2,2,12,4,0,4,991,2
83423,11,5,15,22,2,2,10,1,0,1,991,2
12014,7,1,32,8,2,2,12,3,1,1,991,2
12912,73,1,52,8,2,0,0,2,4,1,991,1
40732,93,4,19,22,2,2,8,1,0,1,991,2
88429,31,3,19,36,2,2,12,3,0,1,992,2
91940,3,1,50,16,2,1,1,1,1,1,993,0
21210,9,3,23,10,2,2,10,1,0,1,991,2
55713,45,11,24,29,2,3,15,2,0,1,991,2
11012,25,3,24,8,2,3,15,5,0,1,991,2
